class	gut	gut	gut	gut	gut	gut	gut	gut	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	left_palm	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue	tongue
subclass	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	gut_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	left_palm_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl	tongue_subcl
subject	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2	subject-1	subject-1	subject-1	subject-1	subject-1	subject-2	subject-2	subject-2	subject-2
k__Bacteria.p__Firmicutes	206622.140117	334646.169483	417163.836622	351566.512583	452187.028658	366276.346604	360328.350894	289822.699986	159397.552557	141094.59032	419516.643867	244150.559512	362435.803375	509481.668774	567300.916138	238688.006323	228514.851485	341856.060606	314388.12084	315555.555556	313426.133812	204659.859054	219826.145102	152690.681056	219866.071429
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2196.42296831	949.066751028	7067.94345645	1780.26449644	8559.55001223	7585.33501896	21846.3706836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0	1000000.0
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Pedobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14119.8619391	53464.0936413	1595.9872321	0.0	0.0	5899.70501475	6342.49471459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p___Thermi_.c__Deinococci.o__Deinococcales.f__Deinococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1595.9872321	1271.61749746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.o__Bacteroidales_x__L5	0.0	0.0	0.0	0.0	4374.05731523	7806.40124902	7106.10144572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p___Thermi_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1595.9872321	1271.61749746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.f__Veillonellaceae_g__L6	0.0	889.340617456	803.120697568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Moraxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33573.8939441	6959.82284087	0.0	2797.5584944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales.f__Cardiobacteriaceae.f__Cardiobacteriaceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__FBP.p__FBP_c__L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Ellin6529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Verrucomicrobia.c___Pedosphaerae_.o___Pedosphaerales_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1467.35143067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cytophagaceae.g__Adhaeribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.994528044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g___Eubacterium_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1581.77791838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Barnesiellaceae_.f___Barnesiellaceae__g__L6	0.0	0.0	0.0	0.0	1809.95475113	1717.40827479	735.113942661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.c__Betaproteobacteria_x__L4.c__Betaproteobacteria_x__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4402.054292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137.74709758	0.0	911.992704058	1017.29399797	16629.9828809	3371.26000843	2114.16490486	6718.03991306	7128.71287129	17992.4242424	10752.688172	4444.44444444	4490.34575662	15389.0407019	5182.21330659	10646.0551261	3906.25
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.0	381.14597891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2214.48908573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	8810.57268722	17659.7636895	32698.4855438	19388.8032871	4374.05731523	4059.32864949	8453.8103406	8655.59123272	4706.62064638	0.0	0.0	1780.26449644	0.0	0.0	6342.49471459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cardiobacteriales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1568.87354879	0.0	0.0	0.0	8804.10858401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Chloroflexi.c__Ellin6529.c__Ellin6529_o__L4.c__Ellin6529_f__L5.c__Ellin6529_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Pelomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9490.66751028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.f__Pasteurellaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15374.9607782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.o__Clostridiales_f__L5	0.0	0.0	3441.94584672	0.0	2262.44343891	0.0	4655.72163685	2373.30727349	0.0	2530.84466941	3191.9744642	3560.52899288	3912.93714845	0.0	0.0	1778.30468287	0.0	1420.45454545	0.0	0.0	0.0	1725.87372357	2006.01805416	875.018229546	1116.07142857
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.o__Burkholderiales_x__L5.o__Burkholderiales_x__L6	0.0	10926.1847288	13653.0518587	4494.09347714	7239.81900452	12334.1139735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megamonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3451.52180734	5061.68933882	0.0	0.0	0.0	4635.48251159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Geodermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020.39535613	0.0	0.0	0.0	0.0	0.0	2818.88653982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Paraprevotellaceae_	16768.5093079	9782.74679202	34304.726939	4879.30148947	0.0	0.0	0.0	0.0	13806.0872294	8857.95634293	23027.8157775	4069.17599186	27879.6771827	9270.96502318	4933.05144468	2766.25172891	1584.15841584	5208.33333333	22017.4091142	0.0	1347.10372699	82122.82468	7188.23136075	2187.54557387	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.c__Betaproteobacteria_x__L4.c__Betaproteobacteria_x__L5.c__Betaproteobacteria_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4402.054292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.k__Bacteria_x__L2.k__Bacteria_x__L3.k__Bacteria_x__L4.k__Bacteria_x__L5.k__Bacteria_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	16134.1347675	2279.98176015	6358.08748728	0.0	842.815002107	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Perlucidibaca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1882.64825855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.p__Proteobacteria_x__L3.p__Proteobacteria_x__L4.p__Proteobacteria_x__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11609.6642611	5061.68933882	18467.8522572	2797.5584944	9048.66715578	9270.96502318	8456.65961945	35170.914839	12277.2277228	39299.2424242	23041.4746544	35555.5555556	79928.1544679	5465.26679131	37445.6703444	15750.3281318	58035.7142857
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales	0.0	0.0	0.0	642.013353878	0.0	0.0	0.0	0.0	44242.2340759	15501.4236001	24851.8011856	12970.4984741	57226.705796	50990.3076275	33121.9168428	236712.112231	189702.970297	224431.818182	43522.7854583	282777.777778	8082.62236192	192866.388609	288365.095286	514510.718973	248883.928571
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	12931.6470087	12704.8659637	15259.2932538	9630.20030817	29411.7647059	40749.4145199	24626.3170791	39229.3731677	0.0	0.0	0.0	1780.26449644	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__TM7.c__TM7_3.c__TM7_3_o__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.645620595	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.0	2159.82721382	1032.58375402	4750.8988187	2111.61387632	936.768149883	2327.86081843	0.0	5961.71948541	6959.82284087	2735.97811218	0.0	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Veillonellaceae.g__Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3423.82000489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	632.711167352	0.0	1017.29399797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Oligella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949.066751028	1139.99088007	1525.94099695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Synergistetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9293.22572756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.o__Clostridiales_x__L5.o__Clostridiales_x__L6	4973.71038795	3303.26515055	1835.70445158	5136.10683102	4223.22775264	2966.43247463	0.0	6142.67764903	627.549419517	0.0	683.994528044	0.0	0.0	0.0	1409.44326991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.k__Bacteria_x__L2.k__Bacteria_x__L3.k__Bacteria_x__L4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	16134.1347675	2279.98176015	6358.08748728	0.0	842.815002107	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137.74709758	0.0	911.992704058	1017.29399797	16629.9828809	3371.26000843	2114.16490486	6718.03991306	7128.71287129	17992.4242424	10752.688172	4444.44444444	4490.34575662	15389.0407019	5182.21330659	10646.0551261	3906.25
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Geodermatophilaceae.g__Blastococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020.39535613	0.0	0.0	0.0	0.0	0.0	2818.88653982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	977.244171437	51459.0524004	33533.6918697	311673.506612	293997.965412	69699.1929567	145385.587863	107117.688513	5730.09286702	0.0	1420.45454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Streptophyta.o__Streptophyta_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53969.2500784	37013.6032901	1823.98540812	16276.7039674	1711.91000245	16434.8925411	33121.9168428	1383.12586445	3168.31683168	0.0	0.0	0.0	118096.093399	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Acetobacteraceae.f__Acetobacteraceae_g__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f___Mogibacteriaceae_.f___Mogibacteriaceae__g__L6	0.0	0.0	0.0	0.0	452.488687783	780.640124902	490.075961774	0.0	1255.09883903	0.0	0.0	508.646998983	8804.10858401	0.0	0.0	1580.71527366	3960.3960396	0.0	3584.22939068	0.0	0.0	0.0	0.0	1166.69097273	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13178.5378099	13286.9345144	0.0	22889.1149542	0.0	14327.8550358	7047.21634954	395.178818415	0.0	0.0	0.0	0.0	23798.8325101	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	202358.959784	325117.52001	410509.407985	347329.224448	450377.073906	362373.14598	353099.730458	289822.699986	48948.8547223	57576.716229	88691.2904697	111393.692777	164832.477378	112094.39528	157152.924595	87927.2870974	76039.6039604	91382.5757576	168458.781362	65555.5555556	75437.8087113	96361.2828995	69207.6228686	83710.0772933	71986.6071429
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales	0.0	9147.50349384	6080.77099587	4237.28813559	1809.95475113	2498.04839969	5023.27860818	0.0	1882.64825855	6010.75608984	0.0	508.646998983	2934.70286134	0.0	0.0	395.178818415	1188.11881188	0.0	1024.06554019	0.0	0.0	3739.39306774	1838.84988298	1166.69097273	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1711.91000245	0.0	0.0	5334.91404861	5148.51485149	9943.18181818	18945.2124936	0.0	12572.9681185	2013.51934417	5683.71782013	13416.9461864	0.0
k__Bacteria.p___Thermi_.c__Deinococci.o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1595.9872321	1271.61749746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f___Odoribacteraceae_.g__Butyricimonas	0.0	0.0	0.0	0.0	2262.44343891	2654.17642467	1592.74687577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Gemellales.f__Gemellaceae.f__Gemellaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020.39535613	0.0	11171.9106247	3560.52899288	3668.37857667	12642.2250316	0.0	9681.88105118	17821.7821782	6628.78787879	8192.52432156	11666.6666667	13022.0026942	1438.22810298	6018.05416249	2041.70920228	10602.6785714
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Aggregatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15407.190022	7585.33501896	0.0	0.0	0.0	0.0	0.0	7222.22222222	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae.g__Micrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3137.74709758	0.0	6611.94710442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	0.0	381.14597891	573.65764112	385.208012327	28506.7873303	44028.1030445	34550.3553051	17590.3950859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium	0.0	0.0	0.0	0.0	4223.22775264	4996.09679938	2327.86081843	6701.10288985	0.0	0.0	0.0	0.0	5869.40572267	0.0	0.0	12052.9539617	5544.55445545	11837.1212121	7680.49155146	5555.55555556	9878.76066457	4314.68430893	9862.92209963	17208.6918477	9486.60714286
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Gaiellales.f__Gaiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2196.42296831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Intrasporangiaceae.f__Intrasporangiaceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5334.17006589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.f__Oxalobacteraceae_x__L6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9099.46658299	6959.82284087	4103.96716826	1525.94099695	0.0	4214.07501054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38594.2893003	23726.6687757	2963.97628819	0.0	18341.8928833	4214.07501054	4933.05144468	1778.30468287	0.0	1420.45454545	0.0	0.0	0.0	1438.22810298	668.672684721	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Nocardioidaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5061.68933882	0.0	0.0	0.0	3792.66750948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Gemellales.f__Gemellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5020.39535613	0.0	11171.9106247	3560.52899288	3668.37857667	12642.2250316	0.0	9681.88105118	17821.7821782	6628.78787879	8192.52432156	11666.6666667	13022.0026942	1438.22810298	6018.05416249	2041.70920228	10602.6785714
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Myxococcales.o__Myxococcales_x__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1255.09883903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g___Ruminococcus_	2700.0142106	1397.535256	0.0	1155.62403698	2714.9321267	0.0	0.0	7957.5596817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	17715.9126859	15503.875969	31281.7904374	28613.352898	3792.66750948	13389.7110641	7705.9869591	9504.95049505	7575.75757576	4096.26216078	2777.77777778	3592.2766053	11362.0020135	11868.9401538	6708.47309319	3906.25
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingopyxis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1882.64825855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.k__Bacteria_x__L2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15688.7354879	16134.1347675	2279.98176015	6358.08748728	0.0	842.815002107	7047.21634954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	949.066751028	455.996352029	762.970498474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Thermoleophilia.o__Gaiellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2196.42296831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	489.117143556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.324129275	632.711167352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Cyanobacteria.c__Chloroplast.o__Chlorophyta.o__Chlorophyta_f__L5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	762.970498474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
